study,version,passage_num,passage_key,question_num,question_id,question,generated_answer,passage_text,passage_file,gpt4_score,gpt4_reasoning,is_correct,correct_answer
study3,D,4,04,1,1,What had been broken in the shop?,An expensive vase.,"Martha had been working as a sales clerk in a small gift shop for only a few weeks when the manager asked her to take over as the head sales clerk during the day shift.  One morning when she came in, she 1 had been broken.  Martha figured that the night girl had broken and failed to replace the vase because the shop had been very busy lately.  The shop had also been very busy during the day, and it was hard for Martha to take care of all the customers at once.  Martha found that she had to help one customer and then immediately turn to another.  Martha told the manager that she really needed some help during the day because she was probably losing customers since she couldn't help everyone.  The manager agreed with Martha and told her he would try and get some help for her.  Martha wanted to get somebody for the next day. However, she also knew she should take an inventory before the manager hired somebody.  The shop had many expensive things and Martha wanted to make sure nothing was missing.  While checking the 2 was missing.  Martha figured that a customer must have stolen the watch while the shop was busy.  She continued her inventory and was pleased that nothing else was missing.  By five o'clock, Martha was really tired and glad she was going home.  She put on her coat and headed for the door.  Just then, the manager called to tell her that he had just hired someone.  He also asked her if 3",4.txt,0.0,"The generated answer includes the adjective 'expensive,' which is not present in the specified correct answer 'vase.' While factually correct in isolation, it is not an exact match to the provided target answer.",False,vase
study3,D,4,04,2,2,What had been stolen from the shop?,A watch.,"Martha had been working as a sales clerk in a small gift shop for only a few weeks when the manager asked her to take over as the head sales clerk during the day shift.  One morning when she came in, she 1 had been broken.  Martha figured that the night girl had broken and failed to replace the vase because the shop had been very busy lately.  The shop had also been very busy during the day, and it was hard for Martha to take care of all the customers at once.  Martha found that she had to help one customer and then immediately turn to another.  Martha told the manager that she really needed some help during the day because she was probably losing customers since she couldn't help everyone.  The manager agreed with Martha and told her he would try and get some help for her.  Martha wanted to get somebody for the next day. However, she also knew she should take an inventory before the manager hired somebody.  The shop had many expensive things and Martha wanted to make sure nothing was missing.  While checking the 2 was missing.  Martha figured that a customer must have stolen the watch while the shop was busy.  She continued her inventory and was pleased that nothing else was missing.  By five o'clock, Martha was really tired and glad she was going home.  She put on her coat and headed for the door.  Just then, the manager called to tell her that he had just hired someone.  He also asked her if 3",4.txt,1.0,The generated answer 'A watch' accurately identifies the stolen item and is a strong semantic match to the correct answer 'watch.',True,watch
study3,A,5,05,1,1,What was Max's passenger carrying?,A briefcase.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,1.0,The generated answer 'A briefcase' contains the essential noun 'briefcase' and is considered a match to the correct answer.,True,briefcase
study3,A,5,05,2,2,Who did Max's passenger speak to?,The porter.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,1.0,The generated answer 'The porter' contains the essential noun 'porter' and is considered a match to the correct answer.,True,porter
study3,B,5,05,1,1,What was Max's passenger carrying?,A briefcase.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,1.0,The generated answer 'A briefcase' contains the essential information ('briefcase') required by the correct answer. The addition of the indefinite article is generally permitted.,True,briefcase
study3,B,5,05,2,2,Who did Max's passenger speak to?,The porter.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,1.0,The generated answer 'The porter' contains the essential information ('porter') required by the correct answer. The addition of the definite article is generally permitted.,True,porter
study3,C,5,05,1,1,What was Max's passenger carrying?,A briefcase.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,1.0,The generated answer 'A briefcase' correctly identifies the item 'briefcase' mentioned in the correct answer. The addition of the indefinite article 'A' does not change the accuracy.,True,briefcase
study3,C,5,05,2,2,Who did Max's passenger speak to?,The porter.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,1.0,The generated answer 'The porter' correctly identifies the person 'porter' mentioned in the correct answer. The addition of the definite article 'The' does not change the accuracy.,True,porter
study3,D,5,05,1,1,What was Max's passenger carrying?,A briefcase.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,0.0,Error: Extra data: line 16 column 1 (char 586),False,
study3,D,5,05,2,2,Who did Max's passenger speak to?,The porter.,"Max had been driving a cab for a long time.  Often he would drive a customer to the airport, about thirty miles away, to catch a plane.  Usually he dreaded these trips because he had to drive all the way back alone and he got pretty bored.  This time he was called to pick up a man at a nearby hotel and drive him to the airport.  When he saw him, he was encouraged because the man was wearing an expensive suit and Max thought he would get a good tip.  The man carried only 1 happy because he didn't have to load the briefcase or anything else in the trunk. Max tried to start a conversation with him but the man didn't answer any of his questions so Max gave up and concentrated on his driving.  He knew this trip by heart since he had made it so many times. Max turned on the radio to pass the time but the man became angry and told Max to shut it off.  Max thought that if the man was angry, he wouldn't get a tip so he shut the radio off quickly.  Max noticed the traffic was especially heavy and he couldn't wait to get out of the city.  He decided to take a short cut and beat the traffic.  Finally, he reached the airport.  He drove to the terminal and let the fellow off.  The man gave Max a huge tip but never said a word.  Max watched the man whisper something to the 2 Max saw the porter smile and nod his head. Then Max drove back to the stand.  He was getting tired and thought he would cash out and go home.  While Max was cashing out, an F.B.I. agent came in. He wanted to talk to Max so Max finished cashing out and sat down.  The agent wanted to know about the man Max had taken to the airport.  He asked Max if the man 3",5.txt,0.0,Error: Extra data: line 16 column 1 (char 586),False,
study3,A,6,06,1,1,What did Nancy forget at home?,Her microwave.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,The generated answer is factually correct. 'Her microwave' is the essential component 'microwave' identified in the correct answer.,True,microwave
study3,A,6,06,2,2,What had spilled in the car?,Perfume.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,The generated answer ('Perfume.') is factually identical to the correct answer ('perfume'). Capitalization differences are ignored for reading comprehension evaluation.,True,perfume
study3,B,6,06,1,1,What did Nancy forget at home?,Her microwave.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,The generated answer 'Her microwave.' is semantically and factually identical to the correct answer 'microwave'. The inclusion of the article/pronoun does not alter the core factual response.,True,microwave
study3,B,6,06,2,2,What had spilled in the car?,Perfume.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,The generated answer 'Perfume.' is a direct and accurate match to the correct answer 'perfume'.,True,perfume
study3,C,6,06,1,1,What did Nancy forget at home?,Her microwave.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,The generated answer 'Her microwave' is semantically identical to the correct answer 'microwave'. The inclusion of the possessive pronoun 'Her' does not change the core fact.,True,microwave
study3,C,6,06,2,2,What had spilled in the car?,Her perfume.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,The generated answer 'Her perfume' is semantically identical to the correct answer 'perfume'. The inclusion of the possessive pronoun 'Her' does not change the core fact.,True,perfume
study3,D,6,06,1,1,What did Nancy forget at home?,Her microwave.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,The generated answer 'Her microwave' correctly identifies the forgotten item and is factually consistent with the correct answer 'microwave'.,True,microwave
study3,D,6,06,2,2,What had spilled in the car?,Perfume.,"Nancy had lived in a dormitory for three years and wanted to live in an apartment for her last year at college.  Early in the summer, she found an apartment and agreed to move in before school started. In the fall, Nancy borrowed her father's car, packed her belongings and headed for the apartment.  During the ride, she realized that she had forgotten her 1 to go back and get the microwave.  Nancy was excited about her new apartment and couldn't wait to move in.  She also liked the area and thought she might live there permanently. As she continued to drive, Nancy noticed that the streets were beginning to become familiar.  Nancy decided to stop in town and get some things for the apartment before unpacking.  She knew she would need some cleaners because the apartment had looked dirty.  She had just reached the center of town when a car in front of her came to a sudden stop.  Nancy slammed on her brakes and as she did, everything in the car went flying.  Nancy pulled over and looked in the back of the car.  She was 2 spilled. She hoped that she would be able to clean up all of the perfume.  By the time she got to the apartment, her roommate was already there and unpacked. Nancy was glad to see that her roommate had already cleaned the apartment.  As she helped Nancy unload the car, she asked her 3",6.txt,1.0,"The generated answer 'Perfume' is an exact factual match for the correct answer 'perfume', differing only by capitalization.",True,perfume
study3,A,7,07,1,1,What was the rank of the arresting officer?,Major.,"As a correspondent for United Press, Mike had often covered revolutions in small third world countries.  Mike was presently working in a very dangerous country.  The country's army had seized power and Mike was covering the story. He had seen people being arrested off the streets and shot.  Mike was taking pictures of a damaged building when a pair of jeeps came to a screeching halt in front of him.  Several soldiers jumped out and grabbed him.  A small stocky officer walked up to him and informed him that he was under arrest.  Mike noticed 1 realized that the situation must be serious.  The army seldom sends a major on a routine arrest.  Mike was handcuffed and thrown into the back of a jeep. Although Mike asked about the arrest, he wasn't given any answers.  It really didn't matter, he thought, because the American embassy would have him released. When he arrived at the police station, however, he was thrown in a cell without being allowed to call the embassy.  Now he really began to worry.  If nobody was informed that he was arrested, it could be weeks before anybody found him.  He sat back on his bunk and realized that he was not alone.  He saw an old man who 2 learned that they were arresting all the bankers for questioning.  Mike was both surprised and relieved when later that day an embassy official had him released. Mike arrived at the embassy and was brought immediately to the ambassador who had some rather unusual questions.  He told Mike that it was very important that he recall 3",7.txt,1.0,The generated answer 'Major.' is semantically identical to the correct answer 'major'. Differences in capitalization and punctuation do not affect the score for reading comprehension accuracy.,True,major
study3,A,7,07,2,2,What was the profession of Mike's cellmate?,Banker.,"As a correspondent for United Press, Mike had often covered revolutions in small third world countries.  Mike was presently working in a very dangerous country.  The country's army had seized power and Mike was covering the story. He had seen people being arrested off the streets and shot.  Mike was taking pictures of a damaged building when a pair of jeeps came to a screeching halt in front of him.  Several soldiers jumped out and grabbed him.  A small stocky officer walked up to him and informed him that he was under arrest.  Mike noticed 1 realized that the situation must be serious.  The army seldom sends a major on a routine arrest.  Mike was handcuffed and thrown into the back of a jeep. Although Mike asked about the arrest, he wasn't given any answers.  It really didn't matter, he thought, because the American embassy would have him released. When he arrived at the police station, however, he was thrown in a cell without being allowed to call the embassy.  Now he really began to worry.  If nobody was informed that he was arrested, it could be weeks before anybody found him.  He sat back on his bunk and realized that he was not alone.  He saw an old man who 2 learned that they were arresting all the bankers for questioning.  Mike was both surprised and relieved when later that day an embassy official had him released. Mike arrived at the embassy and was brought immediately to the ambassador who had some rather unusual questions.  He told Mike that it was very important that he recall 3",7.txt,1.0,The generated answer 'Banker.' is semantically identical to the correct answer 'banker'. Differences in capitalization and punctuation do not affect the score for reading comprehension accuracy.,True,banker
study3,B,7,07,1,1,What was the rank of the arresting officer?,Major.,"As a correspondent for United Press, Mike had often covered revolutions in small third world countries.  Mike was presently working in a very dangerous country.  The country's army had seized power and Mike was covering the story. He had seen people being arrested off the streets and shot.  Mike was taking pictures of a damaged building when a pair of jeeps came to a screeching halt in front of him.  Several soldiers jumped out and grabbed him.  A small stocky officer walked up to him and informed him that he was under arrest.  Mike noticed 1 realized that the situation must be serious.  The army seldom sends a major on a routine arrest.  Mike was handcuffed and thrown into the back of a jeep. Although Mike asked about the arrest, he wasn't given any answers.  It really didn't matter, he thought, because the American embassy would have him released. When he arrived at the police station, however, he was thrown in a cell without being allowed to call the embassy.  Now he really began to worry.  If nobody was informed that he was arrested, it could be weeks before anybody found him.  He sat back on his bunk and realized that he was not alone.  He saw an old man who 2 learned that they were arresting all the bankers for questioning.  Mike was both surprised and relieved when later that day an embassy official had him released. Mike arrived at the embassy and was brought immediately to the ambassador who had some rather unusual questions.  He told Mike that it was very important that he recall 3",7.txt,1.0,"The generated answer 'Major' is a perfect match for the correct answer 'major,' differing only in capitalization and punctuation, which are typically ignored in semantic evaluation.",True,major
study3,B,7,07,2,2,What was the profession of Mike's cellmate?,Banker.,"As a correspondent for United Press, Mike had often covered revolutions in small third world countries.  Mike was presently working in a very dangerous country.  The country's army had seized power and Mike was covering the story. He had seen people being arrested off the streets and shot.  Mike was taking pictures of a damaged building when a pair of jeeps came to a screeching halt in front of him.  Several soldiers jumped out and grabbed him.  A small stocky officer walked up to him and informed him that he was under arrest.  Mike noticed 1 realized that the situation must be serious.  The army seldom sends a major on a routine arrest.  Mike was handcuffed and thrown into the back of a jeep. Although Mike asked about the arrest, he wasn't given any answers.  It really didn't matter, he thought, because the American embassy would have him released. When he arrived at the police station, however, he was thrown in a cell without being allowed to call the embassy.  Now he really began to worry.  If nobody was informed that he was arrested, it could be weeks before anybody found him.  He sat back on his bunk and realized that he was not alone.  He saw an old man who 2 learned that they were arresting all the bankers for questioning.  Mike was both surprised and relieved when later that day an embassy official had him released. Mike arrived at the embassy and was brought immediately to the ambassador who had some rather unusual questions.  He told Mike that it was very important that he recall 3",7.txt,1.0,"The generated answer 'Banker' is a perfect match for the correct answer 'banker,' differing only in capitalization and punctuation, which are typically ignored in semantic evaluation.",True,banker
study3,C,7,07,1,1,What was the rank of the arresting officer?,Major.,"As a correspondent for United Press, Mike had often covered revolutions in small third world countries.  Mike was presently working in a very dangerous country.  The country's army had seized power and Mike was covering the story. He had seen people being arrested off the streets and shot.  Mike was taking pictures of a damaged building when a pair of jeeps came to a screeching halt in front of him.  Several soldiers jumped out and grabbed him.  A small stocky officer walked up to him and informed him that he was under arrest.  Mike noticed 1 realized that the situation must be serious.  The army seldom sends a major on a routine arrest.  Mike was handcuffed and thrown into the back of a jeep. Although Mike asked about the arrest, he wasn't given any answers.  It really didn't matter, he thought, because the American embassy would have him released. When he arrived at the police station, however, he was thrown in a cell without being allowed to call the embassy.  Now he really began to worry.  If nobody was informed that he was arrested, it could be weeks before anybody found him.  He sat back on his bunk and realized that he was not alone.  He saw an old man who 2 learned that they were arresting all the bankers for questioning.  Mike was both surprised and relieved when later that day an embassy official had him released. Mike arrived at the embassy and was brought immediately to the ambassador who had some rather unusual questions.  He told Mike that it was very important that he recall 3",7.txt,1.0,The generated answer 'Major.' is a direct and correct factual match to the correct answer 'major'. Case and punctuation do not affect correctness here.,True,major
study3,C,7,07,2,2,What was the profession of Mike's cellmate?,Banker.,"As a correspondent for United Press, Mike had often covered revolutions in small third world countries.  Mike was presently working in a very dangerous country.  The country's army had seized power and Mike was covering the story. He had seen people being arrested off the streets and shot.  Mike was taking pictures of a damaged building when a pair of jeeps came to a screeching halt in front of him.  Several soldiers jumped out and grabbed him.  A small stocky officer walked up to him and informed him that he was under arrest.  Mike noticed 1 realized that the situation must be serious.  The army seldom sends a major on a routine arrest.  Mike was handcuffed and thrown into the back of a jeep. Although Mike asked about the arrest, he wasn't given any answers.  It really didn't matter, he thought, because the American embassy would have him released. When he arrived at the police station, however, he was thrown in a cell without being allowed to call the embassy.  Now he really began to worry.  If nobody was informed that he was arrested, it could be weeks before anybody found him.  He sat back on his bunk and realized that he was not alone.  He saw an old man who 2 learned that they were arresting all the bankers for questioning.  Mike was both surprised and relieved when later that day an embassy official had him released. Mike arrived at the embassy and was brought immediately to the ambassador who had some rather unusual questions.  He told Mike that it was very important that he recall 3",7.txt,1.0,The generated answer 'Banker.' is a direct and correct factual match to the correct answer 'banker'. Case and punctuation do not affect correctness here.,True,banker
