,version,passage_num,question_id,question,generated_answer,judge_score,judge_reasoning,correct_answer
137,B,13,12,How long was Joseph's search for a box that would suit their purposes?,Joseph's search for a box that would suit their purposes took half an hour.,0.0,"The generated answer states 'half an hour,' which directly contradicts the required correct answer of '2 - 3 hours.'",2 - 3 hours
138,C,13,10,What piece of wooden furniture were Joseph and Delilah trying to pack?,The wooden futon.,1.0,"The generated answer correctly identifies the 'futon,' matching the required information.",futon
139,C,13,11,Where did Joseph first look for a suitable box?,Joseph first looked for a suitable box in the remaining empty boxes in their apartment.,1.0,"The generated answer specifies the search took place in the 'remaining empty boxes in their apartment,' which aligns closely with the acceptable location references (home/apartment/stack of boxes).",home/apartment/stack of boxes/living room
140,C,13,12,How long was Joseph's search for a box that would suit their purposes?,Joseph's search for a box that would suit their purposes took half an hour.,0.0,"The generated answer claims the search took 'half an hour,' which contradicts the factual correct answer of '2 - 3 hours.'",2 - 3 hours
141,D,13,10,What piece of wooden furniture were Joseph and Delilah trying to pack?,The wooden futon.,1.0,"The generated answer correctly identifies the 'wooden futon,' which aligns precisely with the provided correct answer 'futon.'",futon
142,D,13,11,Where did Joseph first look for a suitable box?,Joseph first looked for a suitable box in the remaining empty boxes in their apartment.,1.0,"The generated answer specifies searching the 'remaining empty boxes in their apartment,' which is consistent with the accepted correct answers that include 'stack of boxes' and 'apartment.'",home/apartment/stack of boxes/living room
143,D,13,12,How long was Joseph's search for a box that would suit their purposes?,Joseph's search for a box that would suit their purposes took half an hour.,0.0,"The generated answer states the search took 'half an hour,' which does not match the established correct answer of '2 - 3 hours.'",2 - 3 hours
144,A,14,10,What fluffy animal did Jenna pick up from the vet?,The fluffy animal Jenna picked up from the vet is the Narayan's dog.,1.0,"The generated answer correctly identifies the 'dog,' which is the exact information required by the correct answer.",dog
145,A,14,11,How did Jenna get to the veterinary clinic?,Jenna walked to the veterinary clinic.,1.0,"The generated answer correctly states that Jenna 'walked,' matching the required correct answer.",walked
146,A,14,12,How long did the errand take Jenna?,Jenna's errand took her approximately 4 hours.,0.0,"The generated answer states '4 hours,' which does not match the specific correct answer required: '3.5 hours.'",3.5 hours
147,B,14,10,What fluffy animal did Jenna pick up from the vet?,The fluffy animal Jenna picked up from the vet is the Narayan's dog.,1.0,"The generated answer correctly identifies the 'dog,' matching the specific entity in the correct answer.",dog
148,B,14,11,How did Jenna get to the veterinary clinic?,Jenna walked to the veterinary clinic.,1.0,"The generated answer states 'walked,' which directly matches the correct answer.",walked
149,B,14,12,How long did the errand take Jenna?,Jenna's errand took approximately 4 hours.,0.0,"The generated answer provides '4 hours,' which is numerically different and does not match the precise correct answer of '3.5 hours.'",3.5 hours
150,C,14,10,What fluffy animal did Jenna pick up from the vet?,Jenna picked up a fluffy hamster from the vet.,1.0,"The generated answer 'Jenna picked up a fluffy hamster from the vet' contains the core correct answer 'hamster', matching the correct information.",hamster
151,C,14,11,How did Jenna get to the veterinary clinic?,Jenna walked to the veterinary clinic.,1.0,"The generated answer 'Jenna walked to the veterinary clinic' contains the exact correct mode of transportation, 'walked'.",walked
152,C,14,12,How long did the errand take Jenna?,Jenna's errand took approximately 4 hours.,0.0,The correct answer is specified as '3.5 hours'. The generated response 'approximately 4 hours' is numerically different and therefore incorrect.,3.5 hours
153,D,14,10,What fluffy animal did Jenna pick up from the vet?,Jenna picked up a fluffy hamster from the vet.,1.0,"The generated response correctly identifies the animal as a ""hamster,"" matching the expected correct answer.",hamster
154,D,14,11,How did Jenna get to the veterinary clinic?,Jenna walked to the veterinary clinic.,1.0,"The generated answer states that Jenna ""walked,"" which aligns perfectly with the correct answer.",walked
155,D,14,12,How long did the errand take Jenna?,Jenna's errand took approximately 4 hours.,0.0,The generated answer (4 hours) does not match the specific duration provided by the correct answer (3.5 hours).,3.5 hours
156,A,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apples,1.0,"The generated answer correctly identifies the fruit entered into the competition (Apples), matching the correct answer 'apples'. Capitalization differences are ignored.",apples
157,A,15,11,Did Jessie arrive at the judge's tent in a timely manner?,"No, Jessie did not arrive at the judge's tent in a timely manner.",0.0,"The generated answer states 'No', which directly contradicts the required correct answer, 'yes'.",yes
158,A,15,12,"At the start of the story, how far away was Jessie from the judge's tent?","Jessie was on the wrong side of the vast fair, so she was a considerable distance away from the judge's tent.",0.0,The generated answer provides a qualitative description ('considerable distance') but omits the specific distance measurement ('2 miles') required by the correct answer.,"other side of fair, 2 miles"
159,B,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apples,1.0,"The generated answer correctly identifies the fruit, ""Apples,"" matching the correct answer, ""apples.""",apples
160,B,15,11,Did Jessie arrive at the judge's tent in a timely manner?,"No, Jessie did not arrive at the judge's tent in a timely manner.",0.0,"The generated answer states that Jessie did not arrive in a timely manner (""No""), which directly contradicts the provided correct answer, ""yes.""",yes
161,B,15,12,"At the start of the story, how far away was Jessie from the judge's tent?","Jessie was on the wrong side of the vast fair, so she was a considerable distance away from the judge's tent.",0.0,"The generated answer is a vague description of the distance/location and fails to include the specific details, such as '2 miles,' contained in the precise correct answer.","other side of fair, 2 miles"
162,C,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Mangos,1.0,The generated answer 'Mangos' is correct and matches the provided correct answer 'mangos'.,mangos
163,C,15,11,Did Jessie arrive at the judge's tent in a timely manner?,"No, Jessie did not arrive at the judge's tent in a timely manner.",0.0,"The generated answer states 'No, Jessie did not arrive...' which directly contradicts the provided correct answer 'yes'.",yes
164,C,15,12,"At the start of the story, how far away was Jessie from the judge's tent?","Jessie was on the wrong side of the vast fair, so she was a considerable distance away from the judge's tent.",0.0,The generated answer is incomplete. It provides a qualitative description of the location but fails to include the specific quantitative distance ('2 miles') required by the correct answer.,"other side of fair, 2 miles"
165,D,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Mangos,1.0,The generated answer 'Mangos' is a precise match for the correct answer 'mangos'.,mangos
166,D,15,11,Did Jessie arrive at the judge's tent in a timely manner?,"No, Jessie did not arrive at the judge's tent in a timely manner.",0.0,"The generated answer states 'No,' which directly contradicts the provided correct answer 'yes'.",yes
167,D,15,12,"At the start of the story, how far away was Jessie from the judge's tent?","Jessie was on the wrong side of the vast fair, so she was a considerable distance away from the judge's tent.",0.0,"The generated answer is vague ('considerable distance') and lacks the specific details provided in the correct answer ('other side of fair, 2 miles').","other side of fair, 2 miles"
168,A,16,10,What glossy reading material did Keisha leave on the bench?,Keisha left her glossy magazine on the bench.,1.0,"The generated answer correctly identifies the reading material as a 'magazine,' matching the required answer.",magazine
169,A,16,11,What issues did Keisha have getting to work?,Keisha had several issues getting to work.,0.0,The correct answer requires listing specific issues (car/missed first bus/breakdown). The generated answer is vague and fails to provide any of the necessary facts.,car/missed first bus/breakdown
170,A,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?","No, Keisha did not arrive at work in a timely manner.",1.0,"The generated answer correctly provides 'No,' which aligns exactly with the expected correct response.",no
171,B,16,10,What glossy reading material did Keisha leave on the bench?,Keisha left her glossy magazine on the bench.,1.0,"The generated answer correctly identifies the core required element, 'magazine', matching the correct answer.",magazine
172,B,16,11,What issues did Keisha have getting to work?,Keisha had several issues getting to work.,0.0,"The generated answer is too vague ('several issues') and fails to list the specific issues (car breakdown, missed bus) required by the correct answer.",car/missed first bus/breakdown
173,B,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?","No, Keisha did not arrive at work in a timely manner.",1.0,"The generated answer provides the correct negative response ('No'), matching the core requirement of the correct answer.",no
174,C,16,10,What glossy reading material did Keisha leave on the bench?,Keisha left her glossy pamphlet on the bench.,1.0,"The generated answer correctly identifies the material as a 'pamphlet,' matching the informational requirement of the correct answer.",pamphlet
175,C,16,11,What issues did Keisha have getting to work?,Keisha had several issues getting to work.,0.0,"The generated answer is a generic statement that Keisha had 'several issues' but fails to provide the required specific details listed in the correct answer (car breakdown, missed bus).",car/missed first bus/breakdown
176,C,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?","No, Keisha did not arrive at work in a timely manner.",1.0,The generated answer provides the essential negative confirmation ('No') which aligns with the concise correct answer.,no
177,D,16,10,What glossy reading material did Keisha leave on the bench?,Keisha left her glossy pamphlet on the bench.,1.0,"The generated answer correctly identifies the reading material as the 'pamphlet,' matching the core factual answer, despite being presented in a full sentence.",pamphlet
178,D,16,11,What issues did Keisha have getting to work?,Keisha had several issues getting to work.,0.0,The generated answer is merely an affirmative statement ('Keisha had several issues getting to work') and does not list the specific issues (car/missed first bus/breakdown) required by the correct answer.,car/missed first bus/breakdown
179,D,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?","No, Keisha did not arrive at work in a timely manner.",1.0,"The generated answer confirms that Keisha did not arrive in a timely manner ('No'), which directly matches the required correct answer.",no
180,A,17,10,What bloody weapon was Ryan going to dust for fingerprints?,The bloody knife.,0.0,The generated answer includes unnecessary descriptive words ('The bloody') which were not part of the precise target answer ('knife').,knife
181,A,17,11,Where did Ryan end up finding his kit for processing crime scenes?,Ryan found his kit for processing crime scenes at his house.,1.0,The generated answer specifies 'house' which is functionally equivalent to the location 'home' provided in the correct answer. The core information (the location) is correct.,home
182,A,17,12,How long did Ryan search for his kit?,It took Ryan an hour to find his kit.,0.0,The correct answer requires only the specific duration ('1 hour'). The generated answer provides a full narrative sentence ('It took Ryan an hour to find his kit') which is overly verbose and provides context that was excluded from the target answer.,1 hour
183,B,17,10,What bloody weapon was Ryan going to dust for fingerprints?,The bloody knife.,1.0,"The generated answer identifies the correct weapon, 'knife,' even though it includes the descriptive phrase 'The bloody,' which is supported by the passage context.",knife
184,B,17,11,Where did Ryan end up finding his kit for processing crime scenes?,Ryan found his kit for processing crime scenes at his house.,1.0,"The generated answer uses 'house,' which is synonymous with the correct answer 'home,' providing the accurate location.",home
185,B,17,12,How long did Ryan search for his kit?,It took Ryan an hour to find his kit.,1.0,"The generated answer uses 'an hour,' which is equivalent in meaning and duration to the correct answer '1 hour.' (Note: This information is not present in the provided passage context but the comparison holds true based on the provided correct answer.)",1 hour
186,C,17,10,What bloody weapon was Ryan going to dust for fingerprints?,The bloody club.,1.0,"The generated answer 'The bloody club' correctly identifies the weapon, 'club', matching the core correct answer. The inclusion of the article and adjective does not negate the correctness.",club
187,C,17,11,Where did Ryan end up finding his kit for processing crime scenes?,Ryan found his kit for processing crime scenes at his house.,1.0,The generated answer specifies the location as 'his house'. This is semantically equivalent to the correct answer 'home' given the context of where Ryan left the kit.,home
188,C,17,12,How long did Ryan search for his kit?,It took Ryan an hour to find his kit.,1.0,"The generated answer states the duration as 'an hour', which is identical in meaning and accuracy to the correct answer '1 hour'.",1 hour
189,D,17,10,What bloody weapon was Ryan going to dust for fingerprints?,The bloody club.,0.0,The correct answer is the single noun 'club.' The generated answer includes extraneous words ('The bloody') that make it a descriptive phrase rather than a direct match to the target answer.,club
190,D,17,11,Where did Ryan end up finding his kit for processing crime scenes?,Ryan found his kit for processing crime scenes at his house.,1.0,"The generated answer correctly identifies the location of the kit as 'house,' which is synonymous with the correct answer 'home.'",home
191,D,17,12,How long did Ryan search for his kit?,It took Ryan an hour to find his kit.,0.0,"While the generated answer contains the correct time duration ('an hour,' which matches '1 hour'), it is presented within a complete, unnecessary sentence structure ('It took Ryan...to find his kit.') rather than the concise duration requested.",1 hour
192,A,18,10,What piece of trendy clothing did Sarah buy for her sister?,The passage does not specify the exact piece of trendy clothing Sarah bought for her sister.,0.0,"The correct answer is 'shirt,' which is explicitly mentioned in the passage as the item Sarah intended to buy ('Sarah would find her sister a perfect trendy shirt'). The generated answer incorrectly claims the item is unspecified.",shirt
193,A,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had several hours before she needed to be back home for the birthday dinner.,1.0,"The generated answer provides the exact amount of time mentioned in the passage and the correct answer, 'several hours.'",several hours
194,A,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The mall.,0.0,"Although the generated answer ('The mall') aligns closely with the correct answer ('mall'), the provided passage context does not contain the necessary information to verify this location, suggesting the generated answer is unsupported by the available context.",mall
195,B,18,10,What piece of trendy clothing did Sarah buy for her sister?,The passage does not specify the exact piece of trendy clothing Sarah bought for her sister.,0.0,"The passage explicitly states that Sarah decided she 'would find her sister a perfect trendy shirt.' The generated answer incorrectly claims the item is unspecified, failing to match the correct answer 'shirt'.",shirt
196,B,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had several hours before she needed to be back home for the birthday dinner.,1.0,"The correct answer is 'several hours,' and the generated answer accurately contains this exact phrase and required piece of information.",several hours
197,B,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The mall.,1.0,The generated answer ('The mall') accurately identifies the location provided in the correct answer ('mall').,mall
198,C,18,10,What piece of trendy clothing did Sarah buy for her sister?,A skirt.,1.0,"The generated answer, 'A skirt,' correctly identifies the piece of trendy clothing Sarah planned to buy, matching the correct answer 'skirt.'",skirt
199,C,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had several hours before she needed to be back home for the birthday dinner.,1.0,"The generated answer correctly identifies the duration Sarah had to shop as 'several hours,' which is the core information of the correct answer.",several hours
200,C,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The mall.,1.0,"The generated answer, 'The mall,' correctly identifies the location, matching the provided correct answer 'mall.'",mall
201,D,18,10,What piece of trendy clothing did Sarah buy for her sister?,A skirt.,1.0,"The generated answer 'A skirt' is functionally identical to the correct answer 'skirt', differing only by the presence of an article.",skirt
202,D,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had several hours before she needed to be back home for the birthday dinner.,1.0,"The generated answer includes the correct answer, 'several hours', accurately capturing the required information.",several hours
203,D,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The mall.,1.0,The generated answer 'The mall' is semantically equivalent to the correct answer 'mall'.,mall
204,A,19,10,What kind of glitzy gems did the robbers scoop into velvet bags?,Diamonds,1.0,"The generated answer 'Diamonds' correctly identifies the glitzy gems scooped into the bags, matching the correct answer 'diamonds'.",diamonds
205,A,19,11,How far did the woman end up traveling before she remembered the cell phone in her purse?,"The woman traveled from the jewelry store to the bank, then continued down the road, and finally cut across a construction site before she remembered the cell phone in her purse.",1.0,"The generated answer provides a detailed scope of the woman's travel, culminating in cutting 'across a construction site,' which is explicitly included as an acceptable measure or location in the correct answer key.",at least a mile/several hours/blocks/across construction site
206,A,19,12,Were the robbers still in the jewelry store when the police arrived?,The passage does not provide information about the robbers' whereabouts when the police arrived.,1.0,"The generated answer states that 'The passage does not provide information about the robbers' whereabouts,' which is semantically equivalent to the correct answer 'unknown, story did not say.'","unknown, story did not say"
207,B,19,10,What kind of glitzy gems did the robbers scoop into velvet bags?,Diamonds,1.0,The generated answer 'Diamonds' is an exact match for the correct answer 'diamonds'.,diamonds
208,B,19,11,How far did the woman end up traveling before she remembered the cell phone in her purse?,"The woman traveled from the jewelry store to the bank, then continued down the road, and finally cut across a construction site before she remembered the cell phone in her purse.",1.0,"The generated answer includes the phrase 'cut across a construction site,' which is listed as an acceptable variation of the correct answer.",at least a mile/several hours/blocks/across construction site
209,B,19,12,Were the robbers still in the jewelry store when the police arrived?,The passage does not provide information about the robbers' whereabouts when the police arrived.,1.0,"The generated answer states that the passage does not provide information, which is semantically equivalent to the correct answer 'unknown, story did not say'.","unknown, story did not say"
210,C,19,10,What kind of glitzy gems did the robbers scoop into velvet bags?,The robbers scooped opals into velvet bags.,1.0,"The generated answer correctly identifies 'opals', which is the required core information in the correct answer.",opals
211,C,19,11,How far did the woman end up traveling before she remembered the cell phone in her purse?,"The woman traveled from the jewelry store to the bank, then continued down the road, and finally cut across a construction site before she remembered the cell phone in her purse.",1.0,"The generated answer includes 'across a construction site', which is listed as an acceptable component of the complex correct answer, signifying an appropriate description of the distance traveled.",at least a mile/several hours/blocks/across construction site
212,C,19,12,Were the robbers still in the jewelry store when the police arrived?,The passage does not provide information about the robbers' whereabouts when the police arrived.,1.0,"Both the correct answer ('unknown, story did not say') and the generated answer convey the same meaning—that the answer is indeterminable from the passage—making them semantically equivalent.","unknown, story did not say"
213,D,19,10,What kind of glitzy gems did the robbers scoop into velvet bags?,The robbers scooped opals into velvet bags.,1.0,The generated answer 'opals' is the exact glitzy gem mentioned in the passage and matches the correct answer.,opals
214,D,19,11,How far did the woman end up traveling before she remembered the cell phone in her purse?,"The woman traveled from the jewelry store to the bank, then continued down the road, and finally cut across a construction site before she remembered the cell phone in her purse.",1.0,"The correct answer allows for several descriptions of significant travel, including 'across construction site.' The generated answer explicitly states the woman cut across a construction site, satisfying one of the acceptable criteria.",at least a mile/several hours/blocks/across construction site
215,D,19,12,Were the robbers still in the jewelry store when the police arrived?,The passage does not provide information about the robbers' whereabouts when the police arrived.,1.0,"The correct answer states the status is 'unknown, story did not say.' The generated answer, 'The passage does not provide information about the robbers' whereabouts...' conveys the identical meaning that the answer cannot be determined from the text.","unknown, story did not say"
216,A,20,10,What cotton clothing item did the warrior wipe his soiled fingers on?,The warrior wiped his soiled fingers on his cotton shirt.,1.0,"The generated answer identifies the cotton item as 'shirt', which exactly matches the correct answer.",shirt
217,A,20,11,Where did the warrior eat his lunch?,The warrior ate his lunch at an inn.,1.0,The generated answer specifies 'inn'. This is fully contained within the acceptable range provided in the correct answer ('village/inn').,village/inn
218,A,20,12,How long did the warrior have to himself before the battle began?,The warrior had several hours to himself before the battle began.,0.0,"The generated answer states 'several hours'. While contextually similar, the required correct answer is the specific phrase 'hours away', making the phrasing a mismatch.",hours away
219,B,20,10,What cotton clothing item did the warrior wipe his soiled fingers on?,The warrior wiped his soiled fingers on his cotton shirt.,1.0,"The generated answer correctly identifies the 'cotton shirt' as the item, matching the core factual answer 'shirt'.",shirt
220,B,20,11,Where did the warrior eat his lunch?,The warrior ate his lunch at an inn.,1.0,The generated answer 'inn' is one of the explicitly acceptable answers listed in the correct answer ('village/inn').,village/inn
221,B,20,12,How long did the warrior have to himself before the battle began?,The warrior had several hours to himself before the battle began.,1.0,The generated answer correctly conveys the duration ('several hours') matching the core factual information in the correct answer ('hours away').,hours away
222,C,20,10,What cotton clothing item did the warrior wipe his soiled fingers on?,The warrior wiped his soiled fingers on his cotton scarf.,1.0,"The generated answer correctly identifies the cotton clothing item as the ""scarf,"" which matches the essential information provided in the correct answer, despite being phrased as a full sentence.",scarf
223,C,20,11,Where did the warrior eat his lunch?,The warrior ate his lunch at an inn.,1.0,The generated answer 'inn' is one of the acceptable options listed in the correct answer (village/inn).,village/inn
224,C,20,12,How long did the warrior have to himself before the battle began?,The warrior had several hours to himself before the battle began.,0.0,"The generated answer provides a complete sentence and includes the interpretive word 'several,' which does not match the concise target answer 'hours away.'",hours away
225,D,20,10,What cotton clothing item did the warrior wipe his soiled fingers on?,The warrior wiped his soiled fingers on his cotton scarf.,1.0,"The generated answer fully embeds the correct required item ('scarf') within its response sentence, making the core information correct.",scarf
226,D,20,11,Where did the warrior eat his lunch?,The warrior ate his lunch at an inn.,1.0,"The correct answer provides two acceptable options ('village/inn'), and the generated answer correctly uses one of those options ('inn').",village/inn
227,D,20,12,How long did the warrior have to himself before the battle began?,The warrior had several hours to himself before the battle began.,0.0,The correct answer specifies the required phrasing to be 'hours away'. The generated answer ('several hours to himself before the battle began') conveys the same meaning but does not match the exact required phrasing.,hours away
