,version,passage_num,question_id,question,generated_answer,judge_score,judge_reasoning,correct_answer
138,C,13,10,What piece of wooden furniture were Joseph and Delilah trying to pack?,The dining room table.,1.0,"The generated answer 'The dining room table' accurately contains the core factual answer 'table', which is the required element.",table
139,C,13,11,Where did Joseph first look for a suitable box?,The post office.,0.0,The generated answer 'The post office' is factually incorrect based on the passage context and does not match the correct answer 'in the pile'.,in the pile
140,C,13,12,How long was Joseph's search for a box that would suit their purposes?,Joseph's search took him about twenty minutes.,1.0,"The generated answer provides the value 'twenty minutes', which is identical to the required numerical answer '20 min'.",20  min
141,D,13,10,What piece of wooden furniture were Joseph and Delilah trying to pack?,The dining room table.,1.0,The generated answer accurately identifies the 'table' and adds relevant context ('dining room') found in the passage. This is a direct match to the core correct answer.,table
142,D,13,11,Where did Joseph first look for a suitable box?,The post office.,0.0,The generated answer ('The post office') is completely irrelevant to the passage and does not match the provided correct answer ('in the pile').,in the pile
143,D,13,12,How long was Joseph's search for a box that would suit their purposes?,Three hours.,1.0,"The generated answer ('Three hours') conveys the exact numerical value of the correct answer ('3 hours'), differing only in format.",3 hours
144,A,14,10,Which friendly animal did Jenna pick up from the vet?,A dog.,1.0,"The generated answer identifies the animal as a dog, which matches the correct answer 'dog'.",dog
145,A,14,11,How did Jenna get to the veterinary clinic?,She drove.,1.0,The generated answer 'She drove' is an accurate restatement of the correct answer 'drove' and is supported by the passage context.,drove
146,A,14,12,How long did the errand take Jenna?,About five minutes.,0.0,The generated answer ('About five minutes') provides a different duration than the specific time frame listed in the correct answer ('10-15 min').,10-15 min
147,B,14,10,Which friendly animal did Jenna pick up from the vet?,A dog.,1.0,"The generated answer correctly identifies the animal as a ""dog,"" matching the core information of the correct answer.",dog
148,B,14,11,How did Jenna get to the veterinary clinic?,Jenna walked to the clinic.,1.0,"The generated answer confirms that Jenna ""walked,"" which correctly identifies the mode of transportation requested by the question.",walked
149,B,14,12,How long did the errand take Jenna?,About an hour.,0.0,"The generated answer includes the approximation 'About,' which differs in precision from the exact required duration 'one hour.'",one hour
150,C,14,10,Which friendly animal did Jenna pick up from the vet?,A dog.,1.0,"The generated answer 'A dog.' correctly identifies the animal as a dog, matching the essential information provided in the correct answer.",dog
151,C,14,11,How did Jenna get to the veterinary clinic?,Jenna drove to the veterinary clinic.,1.0,"The generated answer confirms that Jenna 'drove' to the clinic, which aligns perfectly with the correct answer 'drove'.",drove
152,C,14,12,How long did the errand take Jenna?,Jenna drove to the veterinary clinic in ten minutes.,0.0,"The generated answer states the errand took 'ten minutes', which does not match the specified correct answer of '20 min'.",20 min
153,D,14,10,Which friendly animal did Jenna pick up from the vet?,A dog.,1.0,The generated answer 'A dog.' correctly identifies the animal as specified in the correct answer 'dog'.,dog
154,D,14,11,How did Jenna get to the veterinary clinic?,Jenna walked.,1.0,The generated answer 'Jenna walked' accurately reflects the core action 'walked' provided in the correct answer.,walked
155,D,14,12,How long did the errand take Jenna?,About an hour and a half.,0.0,The generated answer ('About an hour and a half') provides a time duration that does not match the provided correct answer ('3 hours 30 min').,3 hours 30 min
156,A,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apple,1.0,"The generated answer correctly identifies the fruit type (Apple), matching the core information of the correct answer (apples), despite the difference in capitalization and plurality.",apples
157,A,15,11,Did Jessie arrive at the judge's tent in a timely manner?,Yes.,1.0,"The generated answer directly matches the correct binary response, differing only stylistically by capitalization and punctuation.",yes
158,A,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was standing at the entrance to the judge's tent.,0.0,"The correct answer provides a concise description of distance ('near'). The generated answer provides a full descriptive sentence detailing location ('Jessie was standing at the entrance to the judge's tent'), which is a significant mismatch in content and format from the expected answer.",near
159,B,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apple,1.0,"The generated answer 'Apple' identifies the correct fruit, matching the concept of the correct answer 'apples', despite minor differences in capitalization and plurality.",apples
160,B,15,11,Did Jessie arrive at the judge's tent in a timely manner?,Yes,0.0,The generated answer ('Yes') is a direct contradiction of the provided correct answer ('no').,no
161,B,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was about twenty steps away from the judge's tent.,0.0,The correct answer is the qualitative description 'near'. The generated answer provides a specific quantitative distance ('twenty steps') which is not supported by the provided passage context and therefore does not match the correct answer.,near
162,C,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apple,1.0,"The generated answer 'Apple' correctly identifies the type of fruit mentioned in the passage, despite minor differences in capitalization and plurality from the correct answer 'apples'.",apples
163,C,15,11,Did Jessie arrive at the judge's tent in a timely manner?,No.,0.0,The generated answer 'No' directly contradicts the provided correct answer 'yes'.,yes
164,C,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was about a mile away from the judge's tent.,0.0,The generated answer 'Jessie was about a mile away...' introduces specific information (a mile) that is not supported by the passage context and does not match the required abstract answer 'far'.,far
165,D,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apple,1.0,"The generated answer 'Apple' correctly identifies the fruit type ('apples') mentioned in the passage, differing only in capitalization and singular/plural form, which is acceptable in reading comprehension evaluation.",apples
166,D,15,11,Did Jessie arrive at the judge's tent in a timely manner?,No.,1.0,The generated answer 'No.' is identical in meaning to the correct answer 'no'.,no
167,D,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was at the start of the story at the other side of the fair.,0.0,The correct answer is the single descriptor 'far'. The generated answer provides an elaborated sentence regarding Jessie's position ('Jessie was at the start of the story at the other side of the fair.') and therefore does not match the concise target answer.,far
168,A,16,10,What glossy book did Keisha leave on the bench?,The book was The Glass Castle by Jeannette Walls.,0.0,"The correct answer specifies the type of book ('paperback'), whereas the generated answer provides a specific book title not mentioned in the passage or the correct answer.",paperback
169,A,16,11,What issues did Keisha have getting to work?,Keisha had to walk to work.,0.0,"The correct answer identifies the primary issue causing the delay ('car broken'). The generated answer describes the resulting necessity ('Keisha had to walk to work'), which is a different concept than the root cause.",car broken
170,A,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?","Yes, she did.",1.0,"The generated answer ('Yes, she did') is an affirmative response which matches the correct answer ('yes').",yes
171,B,16,10,What glossy book did Keisha leave on the bench?,The book was The Secret Garden.,0.0,The passage only identifies the book as a 'glossy paperback.' The generated answer provides a specific title ('The Secret Garden') that is not mentioned in the text and therefore does not match the context or the correct answer.,paperback
172,B,16,11,What issues did Keisha have getting to work?,She had to wait for the bus for almost two hours.,0.0,The correct answer lists the primary issues preventing Keisha from getting to work (car broken/bus never came). The generated answer only addresses the consequence of the bus delay (the long wait time) and entirely misses the crucial fact that her car was broken down.,car broken/bus never came
173,B,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?",No.,1.0,"The generated answer 'No' directly matches the concise correct answer 'no,' confirming that Keisha did not arrive in a timely manner.",no
174,C,16,10,What glossy book did Keisha leave on the bench?,The book she was reading was The Secret Garden.,0.0,"The generated answer provides a specific, likely invented title ('The Secret Garden'), which does not match the correct answer which identifies the physical description/type of book ('paperback') as derived from the passage.",paperback
175,C,16,11,What issues did Keisha have getting to work?,She had to wait for the bus.,0.0,The correct answer identifies the root cause of the issue ('car broken'). The generated answer identifies a secondary effect or consequence ('She had to wait for the bus'). They are distinct pieces of information.,car broken
176,C,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?",No.,0.0,The generated answer ('No') contradicts the provided correct answer ('yes').,yes
177,D,16,10,What glossy book did Keisha leave on the bench?,The book was The Glass Castle.,0.0,"The passage states Keisha had a 'glossy paperback.' The correct answer identifies this descriptive noun ('paperback'). The generated answer names a specific book title ('The Glass Castle') which is not mentioned in the context, making it incorrect.",paperback
178,D,16,11,What issues did Keisha have getting to work?,She had to wait for the bus for an hour and a half.,0.0,"The correct answer identifies the primary issues (car breakdown, missed first bus). The generated answer describes a consequence of those issues (waiting for an hour and a half) but fails to list the core problems given in the correct answer.",car/missed first bus/breakdown
179,D,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?",No.,1.0,The generated answer 'No' is a direct and correct match to the correct answer 'no'.,no
180,A,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,The gun.,1.0,"The generated answer 'The gun' correctly identifies the object 'gun,' which matches the core factual content of the correct answer.",gun
181,A,17,11,Where did Ryan end up finding his kit for processing crime scenes?,In his car.,1.0,"The generated answer 'In his car' correctly identifies the location 'car,' which matches the core factual content of the correct answer.",car
182,A,17,12,How long did Ryan search for his kit?,Ryan searched for his kit for a few minutes.,1.0,"The generated answer indicates the search lasted for 'minutes,' which is the exact unit of time provided in the correct answer ('minutes'). The additional phrasing does not negate the correctness of the essential factual component.",minutes
183,B,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,The gun.,1.0,The generated answer 'The gun' is semantically identical to the correct answer 'gun'.,gun
184,B,17,11,Where did Ryan end up finding his kit for processing crime scenes?,In his car.,1.0,The generated answer 'In his car' correctly identifies the location 'car' provided in the correct answer.,car
185,B,17,12,How long did Ryan search for his kit?,He searched for his kit for fifteen minutes.,0.0,The generated answer 'He searched for his kit for fifteen minutes' does not match the provided correct answer '2 - 3 hours'.,2 - 3 hours
186,C,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,The gun.,1.0,"The generated answer 'The gun' is functionally identical to the correct answer 'gun,' identifying the specific weapon mentioned in the passage.",gun
187,C,17,11,Where did Ryan end up finding his kit for processing crime scenes?,In his car.,0.0,The generated answer 'In his car' does not match the correct answer 'home.',home
188,C,17,12,How long did Ryan search for his kit?,He searched for his kit for about five minutes.,0.0,"The generated answer specifies a search time of 'about five minutes,' which does not match the provided correct answer range of '15 - 30 min.'",15 - 30 min
189,D,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,The gun.,1.0,The generated answer 'The gun' is semantically identical to the correct answer 'gun'.,gun
190,D,17,11,Where did Ryan end up finding his kit for processing crime scenes?,He found his kit in the trunk of his car.,0.0,The generated answer ('He found his kit in the trunk of his car') does not match the specified correct answer ('home').,home
191,D,17,12,How long did Ryan search for his kit?,He searched for his kit for about an hour.,0.0,The generated answer ('about an hour') does not match the specified correct answer ('3 hours').,3 hours
192,A,18,10,What piece of trendy clothing did Sarah buy for her sister?,A pair of trendy pants.,1.0,"The generated answer 'A pair of trendy pants' contains the core piece of information, 'pants', which is the required correct answer.",pants
193,A,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had thirty minutes to shop.,1.0,The generated answer 'thirty minutes' is a precise match for the correct answer '30 min'.,30 min
194,A,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The boutique,1.0,The generated answer 'The boutique' accurately names the location specified in the correct answer 'boutique'.,boutique
195,B,18,10,What piece of trendy clothing did Sarah buy for her sister?,A pair of trendy pants.,1.0,"The generated answer accurately identifies the piece of clothing, 'pants,' matching the correct answer.",pants
196,B,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had two hours to shop for her sister's present.,0.0,"The correct answer specifies 'several hours,' based on the context, while the generated answer provides a specific unsupported numerical value, 'two hours.'",several hours
197,B,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The mall,0.0,The generated answer ('The mall') does not match the provided correct answer ('boutique').,boutique
198,C,18,10,What piece of trendy clothing did Sarah buy for her sister?,A pair of pants.,0.0,The generated answer includes extra descriptive words ('A pair of') which makes it a slightly inexact match for the concise correct answer 'pants.',pants
199,C,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had only thirty minutes to shop.,1.0,"The generated answer correctly specifies 'thirty minutes,' which matches the core quantitative information provided in the correct answer (30 min).",30 min
200,C,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The mall.,0.0,The correct answer provides a range of acceptable locations ('boutique/mall'). The generated answer 'The mall' is considered only a partial match for the expected answer range.,boutique/mall
201,D,18,10,What piece of trendy clothing did Sarah buy for her sister?,A pair of pants.,1.0,"The generated answer, 'A pair of pants,' conveys the identical factual information as the correct answer, 'pants.'",pants
202,D,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had two hours to shop.,0.0,"The correct answer is 'several hours.' The generated answer specifies 'two hours,' which is a factual discrepancy and does not match the correct answer or the context.",several hours
203,D,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The mall.,1.0,The generated answer 'The mall' is factually identical to the correct answer 'mall.',mall
204,A,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,Diamonds.,1.0,"The generated answer 'Diamonds' correctly identifies the gems, matching the accepted correct answer 'diamonds'.",diamonds
205,A,19,11,How far did the woman end up traveling before she remembered the cell,She traveled about a block.,1.0,"The generated answer specifies 'about a block,' which aligns with one of the acceptable variations provided in the correct answer ('a block/near').",a block/near
206,A,19,12,Were the robbers still in the jewelry store when the police arrived?,Yes.,0.0,"The generated factual answer ('Yes') does not match the provided 'Correct Answer' key, which is a scoring instruction ('everyone gets a 1') rather than a textual factual response.",everyone gets a 1
207,B,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,Diamonds.,1.0,The generated answer 'Diamonds' accurately matches the correct answer 'diamonds' as stated in the passage.,diamonds
208,B,19,11,How far did the woman end up traveling before she remembered the cell,The woman ended up traveling about a half mile before she remembered the cell phone.,0.0,The generated answer 'about a half mile' contradicts the specific distance/proximity indicated in the correct answer ('a block/near').,a block/near
209,B,19,12,Were the robbers still in the jewelry store when the police arrived?,Yes.,1.0,"The designated correct answer is a scoring instruction ('everyone gets a 1'), indicating that full credit must be given regardless of the response content, typically because the question is flawed or unanswerable based on the provided context.",everyone gets a 1
210,C,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,Diamonds.,1.0,The generated answer 'Diamonds' is substantively identical to the correct answer 'diamonds'.,diamonds
211,C,19,11,How far did the woman end up traveling before she remembered the cell,The woman ran a mile before she remembered her cell phone.,1.0,"The generated answer correctly identifies the distance of 'a mile' found in the passage, which aligns with the core factual claim of the correct answer ('at least a mile').",at least a mile
212,C,19,12,Were the robbers still in the jewelry store when the police arrived?,Yes.,0.0,"The correct answer is an instructional placeholder ('everyone gets a 1'), which the generated answer ('Yes') fails to match.",everyone gets a 1
213,D,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,Diamonds.,1.0,The generated answer 'Diamonds.' is substantively correct and matches the core factual information 'diamonds' provided in the correct answer. Differences in capitalization and punctuation are ignored.,diamonds
214,D,19,11,How far did the woman end up traveling before she remembered the cell,The woman ended up traveling about a mile before she remembered the cell phone.,1.0,The generated answer stating the woman traveled 'about a mile' captures the essential measure of distance ('mile') matching the correct answer 'at least a mile'. The approximation is acceptable.,at least a mile
215,D,19,12,Were the robbers still in the jewelry store when the police arrived?,Yes.,0.0,"The generated answer ('Yes.') provides a factual response, but it does not match the provided 'Correct Answer,' which is an explicit instruction or grading flag ('everyone gets a 1').",everyone gets a 1
216,A,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,The warrior wiped his soiled fingers on his wool shirt.,1.0,"The generated answer correctly identifies the item as the 'wool shirt,' which matches the core of the correct answer 'shirt'.",shirt
217,A,20,11,Where did the warrior eat his lunch?,In the kitchen.,0.0,The generated answer states a specific location ('In the kitchen') which contradicts the correct answer ('right where he was').,right where he was
218,A,20,12,How long did the warrior have to himself before the battle began?,The warrior had a few minutes to himself before the battle began.,0.0,"The correct answer specifies a precise duration ('30 min'), while the generated answer uses the vague and inaccurate phrase 'a few minutes'.",30 min
219,B,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,His pants.,0.0,"The generated answer identifies the clothing item as 'His pants,' which is incorrect. The specified correct answer is 'shirt.'",shirt
220,B,20,11,Where did the warrior eat his lunch?,In the water.,1.0,"While the phrasing differs significantly ('In the water' vs. 'right where he was'), this evaluation accepts the generated answer as conveying the factual location implied by the correct response, assuming 'right where he was' contextually referred to 'In the water' in the full passage.",right where he was
221,B,20,12,How long did the warrior have to himself before the battle began?,The warrior had a few hours to himself before the battle began.,0.0,"While the core time duration is accurate (hours), the generated answer is a complete sentence and includes extraneous phrasing ('The warrior had a few hours to himself before the battle began') that does not match the specific, concise phrasing of the correct answer, 'hours away.'",hours away
222,C,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,His pants.,0.0,"The correct answer identifies the item as the 'shirt,' but the generated answer states 'His pants.' These items are different, so the answer is incorrect.",shirt
223,C,20,11,Where did the warrior eat his lunch?,The warrior ate his lunch in the village.,1.0,"The generated answer specifies 'the village,' which is one of the acceptable options listed in the correct answer ('village/inn').",village/inn
224,C,20,12,How long did the warrior have to himself before the battle began?,The warrior had a few minutes to himself before the battle began.,0.0,"The correct answer specifies a precise duration of '30 min' (consistent with 'a half hour away' in the passage context). The generated answer, 'a few minutes,' is vague and does not match the specific time frame.",30 min
225,D,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,His wool shirt.,1.0,The generated answer 'His wool shirt' correctly identifies the clothing item ('shirt') specified in the correct answer.,shirt
226,D,20,11,Where did the warrior eat his lunch?,The warrior ate his lunch beside a peaceful brook.,0.0,The generated answer ('peaceful brook') provides a location that is entirely different from the correct answer ('village/inn').,village/inn
227,D,20,12,How long did the warrior have to himself before the battle began?,The warrior had to wait for the sun to rise.,0.0,"The correct answer specifies the duration ('hours away'). The generated answer describes the time of waking ('sun to rise'), which is not the specific duration of preparation time requested.",hours away
