,version,passage_num,question_id,question,generated_answer,judge_score,judge_reasoning,correct_answer
134,A,13,12,How long was Joseph's search for a box that would suit their purposes?,About twenty minutes.,1.0,"The generated answer correctly identifies the duration as 'twenty minutes', aligning precisely with the essential numerical information provided in the correct answer '20 min'.",20 min
135,B,13,10,What piece of wooden furniture were Joseph and Delilah trying to pack?,The wooden table.,1.0,The generated answer 'The wooden table' is semantically equivalent to the correct answer 'table'.,table
136,B,13,11,Where did Joseph first look for a suitable box?,He looked in the attic where he had stored the furniture.,0.0,The generated answer specifies 'in the attic' which does not match the correct answer 'in the pile/across the hall'.,in the pile/across the hall
137,B,13,12,How long was Joseph's search for a box that would suit their purposes?,It could have been as long as three hours.,0.0,"The generated answer is speculative ('It could have been as long as three hours.') and does not provide the assertive, definitive duration of '3 hours' required by the correct answer.",3 hours
138,C,13,10,What piece of wooden furniture were Joseph and Delilah trying to pack?,The wooden table.,1.0,"The generated answer 'The wooden table' accurately identifies the object, matching the intended answer 'table'.",table
139,C,13,11,Where did Joseph first look for a suitable box?,He went to WalMart.,0.0,The generated answer 'He went to WalMart' does not match the correct answer 'in the pile' and is contradicted by the passage context ('Joseph searched the remaining empty boxes').,in the pile
140,C,13,12,How long was Joseph's search for a box that would suit their purposes?,It was a few minutes.,0.0,The generated answer 'It was a few minutes' does not match the specific numerical duration provided in the correct answer '20 min'.,20  min
141,D,13,10,What piece of wooden furniture were Joseph and Delilah trying to pack?,The wooden table.,1.0,"The generated answer 'The wooden table' correctly identifies the piece of furniture as the 'table', matching the provided correct answer.",table
142,D,13,11,Where did Joseph first look for a suitable box?,"Delilah, he could have used a box in his room, but he preferred to use cardboard.",0.0,"The generated answer discusses Delilah and preference for cardboard, which does not match the correct answer of 'in the pile' (or the location of search) and is irrelevant to the question asked.",in the pile
143,D,13,12,How long was Joseph's search for a box that would suit their purposes?,Joseph initially searched a total of ten boxes.,0.0,"The generated answer states a quantity of items searched ('ten boxes'), whereas the correct answer indicates a duration of time ('3 hours'). The answers do not match.",3 hours
144,A,14,10,Which friendly animal did Jenna pick up from the vet?,A large German Shepherd.,0.0,"The correct answer specifies 'dog'. The generated answer includes an unsupported detail ('German Shepherd') that is not found in the passage, making it an incorrect deviation from the required answer.",dog
145,A,14,11,How did Jenna get to the veterinary clinic?,Jenna was in the back of her car when she saw the friendly dog coming from the front door.,0.0,The correct answer is the method of transport ('drove'). The generated answer fails to state the method of transportation and describes an event upon arrival that contradicts the context of her driving.,drove
146,A,14,12,How long did the errand take Jenna?,"I took the dog to the vet clinic, then went back to pick up his food.",0.0,The correct answer requires a time duration (10-15 min). The generated answer incorrectly describes subsequent actions/tasks instead of providing a measure of time.,10-15 min
147,B,14,10,Which friendly animal did Jenna pick up from the vet?,A fluffy toy dog.,0.0,"The generated answer specifies a 'toy dog,' which contradicts the correct answer and the passage, which refer to a real, living 'dog.'",dog
148,B,14,11,How did Jenna get to the veterinary clinic?,She was walking back home after a long day of work.,1.0,"The core method of travel, 'walking' (or 'walked'), is correctly identified, aligning with the target answer.",walked
149,B,14,12,How long did the errand take Jenna?,Thirty-five minutes.,0.0,The generated answer 'Thirty-five minutes' is numerically different from the target correct answer 'one hour.',one hour
150,C,14,10,Which friendly animal did Jenna pick up from the vet?,A chihuahua named Frankie.,0.0,"The passage and the correct answer only specify 'dog.' The generated answer provides extraneous, unsupported information (breed and name: 'A chihuahua named Frankie') which deviates significantly from the target answer.",dog
151,C,14,11,How did Jenna get to the veterinary clinic?,She drove.,1.0,The generated answer 'She drove' is a complete statement conveying the same information as the correct answer 'drove.',drove
152,C,14,12,How long did the errand take Jenna?,About twenty minutes.,0.0,"The generated answer includes the modifier 'About' ('About twenty minutes'), which makes it less precise than the exact target answer '20 min.'",20 min
153,D,14,10,Which friendly animal did Jenna pick up from the vet?,A friendly golden retriever.,0.0,"The correct answer is ""dog."" The generated answer specifies ""A friendly golden retriever,"" which is an elaboration (adding 'golden retriever') that is not present in the passage context and is not an exact match to the required answer.",dog
154,D,14,11,How did Jenna get to the veterinary clinic?,She was carrying a purse.,0.0,"The correct answer is the method of transport (""walked""). The generated answer discusses an item she was carrying (""She was carrying a purse""), which does not address the question of how she traveled and is therefore incorrect.",walked
155,D,14,12,How long did the errand take Jenna?,It took about an hour and fifteen minutes.,0.0,"The required time duration is ""3 hours 30 min."" The generated answer (""It took about an hour and fifteen minutes"") is numerically different and incorrect.",3 hours 30 min
156,A,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apple.,1.0,The generated answer 'Apple.' accurately identifies the fruit type ('apples') mentioned in the passage. Differences in capitalization and plurality are minor and do not change the meaning.,apples
157,A,15,11,Did Jessie arrive at the judge's tent in a timely manner?,Yes!,1.0,The generated answer 'Yes!' is semantically identical to the correct answer 'yes'. Punctuation differences are ignored.,yes
158,A,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was just ten feet from the judge's tent.,0.0,"The generated answer provides a specific, invented numerical distance ('just ten feet') that is not present in the passage and does not match the simple, qualitative correct answer ('near').",near
159,B,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,The judges said his apple was the best.,0.0,The correct answer is the specific noun 'apples.' The generated answer is a full sentence that includes extraneous information about the judges' opinion and therefore does not match the target answer format or content strictly.,apples
160,B,15,11,Did Jessie arrive at the judge's tent in a timely manner?,Jessie arrived at the judges' tent after her husband's fruit was announced as the grand prize winner.,1.0,"The question requires a binary 'yes' or 'no.' The generated answer describes a scenario (arriving after the winner was announced) that confirms Jessie did not arrive in a timely manner, matching the 'no' provided in the correct answer.",no
161,B,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was twenty steps from the tent.,0.0,The correct answer is the qualitative descriptor 'near.' The generated answer provides a specific quantitative measure ('twenty steps') and thus does not match the required correct answer.,near
162,C,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,"The judges had selected apples for their bright colors and the sweet fruit they taste, but she was also excited when her husband's sweet fruit was announced as the grand prize winner.",0.0,"The generated answer is highly verbose and provides extraneous context (bright colors, grand prize), failing to provide the direct, concise answer 'apples'.",apples
163,C,15,11,Did Jessie arrive at the judge's tent in a timely manner?,"Yes, she arrived at the tent just in time to see her husband's prize.",1.0,"The generated answer correctly provides the affirmative response 'Yes,' matching the expected correct answer.",yes
164,C,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was excited to hear the results after her husband's participation in yesterday's competition.,0.0,"The generated answer is irrelevant to the question about distance, simply quoting the introductory sentence of the passage rather than providing the correct answer 'far'.",far
165,D,15,10,What type of sweet fruit did Jessie's husband enter into the competition?,Apple,0.0,"The generated answer provides the singular form ('Apple'), while the correct answer specifies the plural form ('apples'). Although factually correct regarding the item, it is not an exact match to the provided correct answer format.",apples
166,D,15,11,Did Jessie arrive at the judge's tent in a timely manner?,She arrived to her husband's table in a timely manner.,0.0,"The correct answer is 'no.' The generated response provides a statement implying that Jessie arrived promptly ('She arrived to her husband's table in a timely manner'), which directly contradicts the established correct answer.",no
167,D,15,12,How far away was Jessie at the start of the story from the judge's tent?,Jessie was at the judge's tent for only a few minutes before she saw her husband's apple as the grand prize winner!,0.0,"The generated response provides irrelevant narrative detail about a future event (seeing the grand prize winner) and does not answer the question about the starting distance, failing to match the expected answer 'far'.",far
168,A,16,10,What glossy book did Keisha leave on the bench?,"A copy of ""The Art of War.",0.0,"The generated answer invented a specific title (""The Art of War"") which is not mentioned in the passage, failing to match the descriptive type of book (""paperback"") provided in the correct answer.",paperback
169,A,16,11,What issues did Keisha have getting to work?,Keisha had to take the subway to work.,0.0,"The correct answer identifies the core issue mentioned in the passage (car broken). The generated answer incorrectly focuses on the alternative mode of transport (subway, which conflicts with the passage's mention of a bus) rather than the actual stated problem.",car broken
170,A,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?",Yes,1.0,"The generated answer (""Yes"") perfectly matches the provided correct answer (""yes"").",yes
171,B,16,10,What glossy book did Keisha leave on the bench?,Keisha's glossy book was the first one she had ever read.,0.0,"The generated answer provides an irrelevant detail about the book's history instead of identifying the object ('paperback') as required by the correct answer, which is derived directly from the passage ('glossy paperback').",paperback
172,B,16,11,What issues did Keisha have getting to work?,Keisha was alone at the bus stop.,0.0,The generated answer describes Keisha's situation (being alone) but fails to identify the specific transportation impediments (broken car and missed bus) listed in the correct answer.,car broken/bus never came
173,B,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?","Yes, Keisha arrived at work in a timely manner.",0.0,"The generated answer states 'Yes,' which directly contradicts the correct answer ('no'). The passage indicates significant delays, confirming she did not arrive in a timely manner.",no
174,C,16,10,What glossy book did Keisha leave on the bench?,The book she had been reading before she left work.,0.0,"The correct answer specifies the object (paperback), while the generated answer provides irrelevant contextual information about when the book was read.",paperback
175,C,16,11,What issues did Keisha have getting to work?,"A bus had broken down, which I could tell because the driver kept the bus idling.",0.0,"The generated answer incorrectly identifies the broken vehicle as a bus, whereas the correct answer (and passage context) identifies the issue as a broken car.",car broken
176,C,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?",No.,0.0,The generated answer ('No') directly contradicts the provided correct answer ('yes').,yes
177,D,16,10,What glossy book did Keisha leave on the bench?,"A book on how to change a tire, that was sitting on a wooden bench.",0.0,The correct answer identifies the book type as 'paperback'. The generated answer provides speculative and incorrect information about the book's content ('A book on how to change a tire') and therefore does not match the correct answer.,paperback
178,D,16,11,What issues did Keisha have getting to work?,She had to walk to the bus stop.,0.0,"The correct answer identifies the primary issues (car breakdown, missed first bus). The generated answer only mentions an inferred action/consequence ('She had to walk to the bus stop') and fails to capture the core problems listed in the correct answer.",car/missed first bus/breakdown
179,D,16,12,"Despite her lack of car, did Keisha arrive at work in a timely manner?","Keisha arrived at work in a timely manner, but the bus was late.",0.0,"The correct answer is 'no,' as the passage indicates she missed the first bus and the second bus was nearly an hour late. The generated answer incorrectly states that Keisha arrived at work in a timely manner.",no
180,A,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,"It was just a Beretta 92, a 9mm pistol.",0.0,"The correct answer is 'gun.' The generated answer provides a specific model and type ('Beretta 92, a 9mm pistol'), which is overly specific and does not strictly match the target answer.",gun
181,A,17,11,Where did Ryan end up finding his kit for processing crime scenes?,He had been assigned to the Special Victims Bureau.,0.0,The correct answer specifies a location ('car'). The generated answer discusses Ryan's job assignment ('Special Victims Bureau') and is irrelevant to the question.,car
182,A,17,12,How long did Ryan search for his kit?,He searched for approximately 30 minutes.,0.0,"The correct answer specifies the unit of time ('minutes'). The generated answer provides a specific numerical duration ('30 minutes') and additional phrasing, resulting in a mismatch.",minutes
183,B,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,The handgun that Ryan found in the house.,0.0,"The generated answer uses the specific term 'handgun' and includes extraneous detail ('that Ryan found in the house'), departing from the concise correct answer 'gun'.",gun
184,B,17,11,Where did Ryan end up finding his kit for processing crime scenes?,"In his personal backpack, which he kept in his police car.",1.0,"The core location, 'car,' is correctly identified in the generated answer, despite the inclusion of additional, perhaps superfluous, details about the backpack.",car
185,B,17,12,How long did Ryan search for his kit?,The kit was in his car for only an hour and a half.,0.0,The duration stated in the generated answer ('an hour and a half') is factually incorrect compared to the required duration in the correct answer ('2 - 3 hours').,2 - 3 hours
186,C,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,Gun.,1.0,The generated answer 'Gun.' accurately matches the correct answer 'gun'.,gun
187,C,17,11,Where did Ryan end up finding his kit for processing crime scenes?,At home.,1.0,The generated answer 'At home' correctly identifies the location specified in the correct answer 'home'.,home
188,C,17,12,How long did Ryan search for his kit?,He knew that he would have to start with his desk and work his way down.,0.0,"The question asks for a duration (How long), and the correct answer provides a time frame ('15 - 30 min'). The generated answer provides a description of a search strategy, not a duration, making it incorrect.",15 - 30 min
189,D,17,10,What gleaming weapon was Ryan going to dust for fingerprints?,The Colt Python.,0.0,"The correct answer identifies the object generally ('gun'), which is directly referenced in the passage ('gleaming gun'). The generated answer ('The Colt Python') provides specific information that is not present in the passage, thus failing to match the provided correct answer.",gun
190,D,17,11,Where did Ryan end up finding his kit for processing crime scenes?,"Ryan was a rookie cop, so he had not yet acquired his kit for processing crime scenes.",0.0,"The correct answer states where the kit was left ('home'), as indicated by the passage. The generated answer provides an incorrect, contradictory explanation ('had not yet acquired his kit') and does not match the provided correct answer.",home
191,D,17,12,How long did Ryan search for his kit?,Ryan's first step was to locate his kit.,0.0,"The question asks for a duration, which the correct answer provides ('3 hours'). The generated answer ('Ryan's first step was to locate his kit') describes an action or intention and does not match the required quantitative answer type.",3 hours
192,A,18,10,What piece of trendy clothing did Sarah buy for her sister?,The perfect pair of pants.,1.0,"The generated answer correctly identifies the item of clothing as 'pants,' matching the core meaning of the correct answer.",pants
193,A,18,11,How much time did Sarah have to shop before she needed to be back at home?,"One minute, one second.",0.0,"The generated answer ('One minute, one second') is incorrect and does not match the correct time specified in the answer (30 min).",30 min
194,A,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,Shoplifting.,0.0,The generated answer provides an activity ('Shoplifting') and not the location ('boutique') specified by the correct answer.,boutique
195,B,18,10,What piece of trendy clothing did Sarah buy for her sister?,"Something for her to look good in, in a manner of speaking.",0.0,"The correct answer specifies the item, 'pants.' The generated answer is vague and fails to identify the specific piece of clothing.",pants
196,B,18,11,How much time did Sarah have to shop before she needed to be back at home?,As much as she wanted.,0.0,"The correct answer, supported by the passage context, is 'several hours.' The generated answer, 'As much as she wanted,' is an interpretation that contradicts the specific time constraint given in the text.",several hours
197,B,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,At the beginning of Chapter 2.,0.0,The correct answer identifies a location ('boutique'). The generated answer refers to a structural element of a text ('At the beginning of Chapter 2') and does not match the required specific location.,boutique
198,C,18,10,What piece of trendy clothing did Sarah buy for her sister?,A pair of pants.,1.0,The generated answer 'A pair of pants' accurately matches the essential clothing item identified in the correct answer 'pants'.,pants
199,C,18,11,How much time did Sarah have to shop before she needed to be back at home?,Sarah had fifteen minutes before she needed to be back at home.,0.0,"The generated answer states Sarah had fifteen minutes, which contradicts the correct answer and the passage context, which states she had 30 minutes.",30 min
200,C,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The hair salon.,0.0,"The generated answer identifies 'The hair salon' as the location, which does not match the suggested correct answer 'boutique/mall' and is not supported by the context which focuses on clothing shopping.",boutique/mall
201,D,18,10,What piece of trendy clothing did Sarah buy for her sister?,The outfit Sarah was wearing.,0.0,"The correct answer specifies 'pants,' the item Sarah intended to buy. The generated answer describes 'The outfit Sarah was wearing,' which is irrelevant to the question.",pants
202,D,18,11,How much time did Sarah have to shop before she needed to be back at home?,Four hours.,1.0,"The correct answer is 'several hours.' While the generated answer 'Four hours' is a specific numerical approximation not explicitly stated, it is a reasonable and closely related description of 'several hours' and is accepted as correct in comprehension contexts.",several hours
203,D,18,12,Where was the first place that Sarah tried to find her sister's birthday present?,The hair salon.,0.0,"The generated answer specifies 'The hair salon,' which is incorrect and does not match the provided correct location, 'mall.'",mall
204,A,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,"The jewelry store had a large assortment of gold, platinum, and diamonds.",0.0,"The generated answer is an overly descriptive sentence about the store's general inventory (gold, platinum, and diamonds) rather than the direct, specific answer 'diamonds' required by the question and provided by the correct answer.",diamonds
205,A,19,11,How far did the woman end up traveling before she remembered the cell,"The woman, who had been walking for two hours, finally stopped to rest a little.",0.0,"The generated answer discusses time and action ('walking for two hours,' 'stopped to rest'), which does not align with the correct answer specifying distance or proximity ('a block/near').",a block/near
206,A,19,12,Were the robbers still in the jewelry store when the police arrived?,Nope.,1.0,"The 'Correct Answer' field explicitly provides a system instruction ('everyone gets a 1'), indicating that the score for this question is 1, regardless of the generated content.",everyone gets a 1
207,B,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,"Diamonds, most likely.",1.0,"The generated answer 'Diamonds, most likely' correctly identifies the specified gem ('diamonds') mentioned in the passage, matching the core information of the correct answer.",diamonds
208,B,19,11,How far did the woman end up traveling before she remembered the cell,"She was on the highway, heading northward toward the city of Houston.",0.0,"The correct answer specifies a short distance ('a block/near'). The generated answer provides a specific location ('on the highway, heading northward toward the city of Houston') which implies a much greater distance and details direction rather than proximity. The answers do not match.",a block/near
209,B,19,12,Were the robbers still in the jewelry store when the police arrived?,Yes.,0.0,"The designated Correct Answer is the instruction 'everyone gets a 1,' likely indicating a flawed or unanswerable question in the source material. However, strictly comparing the generated answer ('Yes') to the designated correct answer instruction ('everyone gets a 1'), the strings do not match.",everyone gets a 1
210,C,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,"There are actually several types of diamonds, but the most common is yellow topaz.",0.0,"The generated answer correctly identifies 'diamonds' but then introduces 'yellow topaz' as the most common type, which is factually incorrect in this context and deviates significantly from the concise correct answer.",diamonds
211,C,19,11,How far did the woman end up traveling before she remembered the cell,She was on a highway.,0.0,"The generated answer states a location ('She was on a highway'), which does not match the correct answer which requires the distance traveled ('at least a mile').",at least a mile
212,C,19,12,Were the robbers still in the jewelry store when the police arrived?,"No, they were already gone.",0.0,"The generated answer provides a logical response ('No, they were already gone') but does not literally match the provided correct answer, which is the internal instruction 'everyone gets a 1'.",everyone gets a 1
213,D,19,10,What kind of glitzy gems did the robbers scoop into the velvet bags?,The robbers took $1.,0.0,The generated answer ('The robbers took $1') does not match the correct answer ('diamonds').,diamonds
214,D,19,11,How far did the woman end up traveling before she remembered the cell,A thousand miles.,0.0,The generated answer ('A thousand miles') is numerically and strictly different from the correct answer ('at least a mile').,at least a mile
215,D,19,12,Were the robbers still in the jewelry store when the police arrived?,"Yes, they were.",0.0,"The generated answer ('Yes, they were') does not match the provided reference correct answer ('everyone gets a 1').",everyone gets a 1
216,A,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,"In this battle, an ancient warrior was in need of an upgrade.",0.0,The correct answer specifies the item of clothing ('shirt'). The generated answer provides an irrelevant comment about an 'upgrade' and does not answer the question.,shirt
217,A,20,11,Where did the warrior eat his lunch?,In the corner of his room.,1.0,"Although the wording is different ('In the corner of his room' vs. 'right where he was'), the generated answer specifies a location that, within the context of the full source material, is accepted as an accurate representation or specific instance of the correct general location.",right where he was
218,A,20,12,How long did the warrior have to himself before the battle began?,He had plenty of time.,0.0,The correct answer requires the specific duration ('30 min'). The generated answer is subjective and qualitative ('He had plenty of time') and does not provide the required numerical measurement.,30 min
219,B,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,A tattered wool shirt,1.0,The generated answer 'A tattered wool shirt' correctly identifies the core clothing item 'shirt' requested by the question. The additional descriptive words ('tattered wool') are supported by the passage context and do not negate the correct identification.,shirt
220,B,20,11,Where did the warrior eat his lunch?,He ate his lunch in the kitchen.,0.0,The generated location ('He ate his lunch in the kitchen') is directly contradicted by the correct answer ('right where he was').,right where he was
221,B,20,12,How long did the warrior have to himself before the battle began?,He didn't have to spend much time alone.,0.0,"The correct answer specifies a measure of time ('hours away'). The generated answer provides an interpretive, qualitative statement about the time ('He didn't have to spend much time alone') which does not match the required duration.",hours away
222,C,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,The black leather cloak.,0.0,"The generated answer describes a 'black leather cloak,' which is different from the correct answer, 'shirt.'",shirt
223,C,20,11,Where did the warrior eat his lunch?,In the brook.,0.0,"The generated answer specifies 'In the brook,' which is a different type of location than the correct answer, 'village/inn.'",village/inn
224,C,20,12,How long did the warrior have to himself before the battle began?,The warrior was sitting on the bank of a river just outside of the village.,0.0,"The correct answer is a duration of time ('30 min'). The generated answer describes a location and action ('The warrior was sitting on the bank of a river'), which is incorrect.",30 min
225,D,20,10,Which wool clothing item did the warrior wipe his soiled fingers on?,It's a secret! But you know it when you see it.,0.0,The generated answer is completely irrelevant and does not provide the correct item 'shirt'.,shirt
226,D,20,11,Where did the warrior eat his lunch?,At the inn.,1.0,The generated answer 'At the inn' is consistent with the acceptable correct answer 'village/inn'.,village/inn
227,D,20,12,How long did the warrior have to himself before the battle began?,The warrior had no idea of the battle that was about to take place.,0.0,The correct answer specifies the time duration ('hours away'). The generated answer provides a statement about the warrior's lack of knowledge (which contradicts the passage context) and fails to state the duration.,hours away
